Date,Start_Hour,End_Hour,Production,Source,Day_of_Year,Day_Name,Month_Name,Season
6/2/2020,7,8,1582,Wind,154,Tuesday,June,Summer
7/30/2023,6,7,5034,Wind,211,Sunday,July,Summer
10/18/2024,10,11,3726,Wind,292,Friday,October,Fall
1/24/2021,17,18,7785,Wind,24,Sunday,January,Winter
6/7/2024,18,19,3850,Solar,159,Friday,June,Summer
9/17/2022,6,7,5298,Wind,260,Saturday,September,Fall
8/1/2023,14,15,16261,Wind,213,Tuesday,August,Summer
8/9/2024,2,3,4379,Wind,222,Friday,August,Summer
4/1/2025,0,1,10918,Wind,91,Tuesday,April,Spring
10/12/2020,8,9,1885,Wind,286,Monday,October,Fall
12/29/2021,17,18,13972,Wind,363,Wednesday,December,Winter
9/20/2025,13,14,14676,Wind,263,Saturday,September,Fall
1/20/2023,11,12,5568,Wind,20,Friday,January,Winter
10/16/2025,3,4,4675,Wind,289,Thursday,October,Fall
10/24/2024,9,10,6471,Wind,298,Thursday,October,Fall
11/19/2021,20,21,1780,Wind,323,Friday,November,Fall
12/16/2021,12,13,5603,Wind,350,Thursday,December,Winter
5/8/2022,7,8,3729,Wind,128,Sunday,May,Spring
11/18/2024,8,9,8868,Wind,323,Monday,November,Fall
7/22/2024,3,4,3600,Wind,204,Monday,July,Summer
11/10/2021,9,10,1404,Solar,314,Wednesday,November,Fall
4/30/2021,21,22,1194,Wind,120,Friday,April,Spring
11/15/2024,23,0,1734,Wind,320,Friday,November,Fall
6/4/2021,5,6,1719,Wind,155,Friday,June,Summer
3/16/2020,22,23,1639,Wind,76,Monday,March,Spring
1/20/2022,20,21,5362,Wind,20,Thursday,January,Winter
3/12/2022,7,8,6226,Wind,71,Saturday,March,Spring
10/29/2025,18,19,8314,Wind,302,Wednesday,October,Fall
9/26/2021,5,6,2237,Wind,269,Sunday,September,Fall
7/8/2022,15,16,9095,Solar,189,Friday,July,Summer
12/4/2021,0,1,9482,Wind,338,Saturday,December,Winter
10/13/2023,23,0,14400,Wind,286,Friday,October,Fall
11/18/2023,22,23,12095,Wind,322,Saturday,November,Fall
11/7/2023,6,7,6851,Wind,311,Tuesday,November,Fall
9/2/2022,19,20,1443,Wind,245,Friday,September,Fall
2/23/2024,9,10,15039,Wind,54,Friday,February,Winter
9/5/2020,4,5,2634,Wind,249,Saturday,September,Fall
11/1/2025,6,7,14454,Wind,305,Saturday,November,Fall
11/18/2025,19,20,7882,Wind,322,Tuesday,November,Fall
5/27/2021,17,18,3912,Solar,147,Thursday,May,Spring
2/11/2021,15,16,8683,Wind,42,Thursday,February,Winter
8/31/2022,20,21,2951,Wind,243,Wednesday,August,Summer
6/21/2023,15,16,4753,Solar,172,Wednesday,June,Summer
8/30/2022,22,23,3271,Wind,242,Tuesday,August,Summer
10/11/2021,20,21,3153,Wind,284,Monday,October,Fall
10/7/2023,23,0,3526,Wind,280,Saturday,October,Fall
8/27/2020,23,0,7497,Wind,240,Thursday,August,Summer
7/22/2021,9,10,2992,Solar,203,Thursday,July,Summer
8/1/2024,1,2,1611,Wind,214,Thursday,August,Summer
6/1/2021,21,22,3763,Wind,152,Tuesday,June,Summer
9/21/2021,14,15,5163,Solar,264,Tuesday,September,Fall
9/9/2024,5,6,8521,Wind,253,Monday,September,Fall
1/31/2025,12,13,8937,Wind,31,Friday,January,Winter
6/3/2025,6,7,2426,Wind,154,Tuesday,June,Summer
6/25/2021,12,13,5768,Solar,176,Friday,June,Summer
6/18/2022,7,8,2323,Wind,169,Saturday,June,Summer
2/26/2023,18,19,15728,Wind,57,Sunday,February,Winter
3/11/2022,21,22,10519,Wind,70,Friday,March,Spring
6/1/2022,17,18,5214,Solar,152,Wednesday,June,Summer
6/19/2022,7,8,6948,Wind,170,Sunday,June,Summer
9/8/2022,10,11,8695,Wind,251,Thursday,September,Fall
8/2/2022,1,2,1310,Wind,214,Tuesday,August,Summer
11/26/2024,1,2,6445,Wind,331,Tuesday,November,Fall
12/13/2023,6,7,7828,Wind,347,Wednesday,December,Winter
7/12/2025,20,21,3909,Wind,193,Saturday,July,Summer
10/16/2022,18,19,4704,Wind,289,Sunday,October,Fall
4/12/2020,21,22,2322,Wind,103,Sunday,April,Spring
12/25/2023,16,17,12230,Wind,359,Monday,December,Winter
6/18/2021,17,18,9367,Wind,169,Friday,June,Summer
10/18/2023,1,2,10499,Wind,291,Wednesday,October,Fall
1/12/2022,11,12,4584,Solar,12,Wednesday,January,Winter
4/29/2023,22,23,2714,Wind,119,Saturday,April,Spring
9/21/2021,23,0,3306,Wind,264,Tuesday,September,Fall
8/8/2023,12,13,9733,Solar,220,Tuesday,August,Summer
8/1/2021,4,5,2348,Wind,213,Sunday,August,Summer
2/10/2020,21,22,12959,Wind,41,Monday,February,Winter
10/31/2020,4,5,3069,Wind,305,Saturday,October,Fall
12/31/2024,17,18,9036,Wind,366,Tuesday,December,Winter
10/28/2023,4,5,11930,Wind,301,Saturday,October,Fall
7/19/2025,1,2,4635,Wind,200,Saturday,July,Summer
9/15/2023,19,20,2659,Wind,258,Friday,September,Fall
7/12/2021,7,8,2324,Wind,193,Monday,July,Summer
11/28/2020,13,14,3710,Wind,333,Saturday,November,Fall
1/10/2023,14,15,15777,Wind,10,Tuesday,January,Winter
12/13/2021,1,2,1678,Wind,347,Monday,December,Winter
12/23/2021,13,14,8130,Wind,357,Thursday,December,Winter
12/13/2024,9,10,2960,Wind,348,Friday,December,Winter
4/19/2022,3,4,2818,Wind,109,Tuesday,April,Spring
8/30/2023,23,0,3483,Wind,242,Wednesday,August,Summer
3/14/2023,22,23,5023,Wind,73,Tuesday,March,Spring
5/6/2022,18,19,4837,Wind,126,Friday,May,Spring
3/23/2025,8,9,5996,Wind,82,Sunday,March,Spring
1/16/2022,3,4,1801,Wind,16,Sunday,January,Winter
8/26/2023,0,1,2861,Wind,238,Saturday,August,Summer
4/17/2025,3,4,2565,Wind,107,Thursday,April,Spring
4/10/2025,10,11,10273,Solar,100,Thursday,April,Spring
8/23/2021,21,22,5030,Wind,235,Monday,August,Summer
11/21/2023,15,16,7176,Wind,325,Tuesday,November,Fall
8/18/2024,19,20,5352,Wind,231,Sunday,August,Summer
11/4/2024,3,4,2776,Wind,309,Monday,November,Fall
8/7/2021,2,3,3294,Wind,219,Saturday,August,Summer
11/27/2022,15,16,6839,Wind,331,Sunday,November,Fall
3/27/2021,2,3,9516,Wind,86,Saturday,March,Spring
3/12/2022,22,23,9748,Wind,71,Saturday,March,Spring
10/17/2025,5,6,5096,Wind,290,Friday,October,Fall
4/10/2025,17,18,10743,Solar,100,Thursday,April,Spring
8/21/2022,0,1,791,Wind,233,Sunday,August,Summer
2/11/2021,6,7,5196,Wind,42,Thursday,February,Winter
3/31/2021,23,0,1435,Wind,90,Wednesday,March,Spring
6/19/2020,6,7,1906,Wind,171,Friday,June,Summer
2/26/2020,13,14,13169,Wind,57,Wednesday,February,Winter
10/21/2023,11,12,20374,Wind,294,Saturday,October,Fall
11/7/2023,8,9,8207,Wind,311,Tuesday,November,Fall
7/29/2025,0,1,3104,Wind,210,Tuesday,July,Summer
2/19/2020,10,11,7379,Wind,50,Wednesday,February,Winter
4/3/2023,13,14,11458,Wind,93,Monday,April,Spring
2/25/2021,19,20,1854,Wind,56,Thursday,February,Winter
2/25/2021,2,3,5371,Wind,56,Thursday,February,Winter
9/28/2024,11,12,8533,Solar,272,Saturday,September,Fall
2/22/2023,14,15,3581,Wind,53,Wednesday,February,Winter
3/5/2025,11,12,9526,Solar,64,Wednesday,March,Spring
9/11/2023,1,2,2249,Wind,254,Monday,September,Fall
12/6/2020,20,21,1761,Wind,341,Sunday,December,Winter
10/3/2025,14,15,11497,Wind,276,Friday,October,Fall
11/28/2022,4,5,4489,Wind,332,Monday,November,Fall
5/3/2020,22,23,705,Wind,124,Sunday,May,Spring
2/19/2021,13,14,8744,Wind,50,Friday,February,Winter
1/16/2020,16,17,9123,Wind,16,Thursday,January,Winter
11/18/2021,13,14,3746,Solar,322,Thursday,November,Fall
12/13/2022,6,7,6219,Wind,347,Tuesday,December,Winter
5/26/2021,12,13,10892,Wind,146,Wednesday,May,Spring
5/28/2020,22,23,6074,Wind,149,Thursday,May,Spring
5/16/2022,22,23,599,Wind,136,Monday,May,Spring
2/8/2021,10,11,2084,Wind,39,Monday,February,Winter
8/25/2022,12,13,6443,Solar,237,Thursday,August,Summer
3/12/2024,0,1,5402,Wind,72,Tuesday,March,Spring
3/8/2022,21,22,5703,Wind,67,Tuesday,March,Spring
4/6/2025,22,23,10147,Wind,96,Sunday,April,Spring
12/1/2023,21,22,5091,Wind,335,Friday,December,Winter
2/1/2024,13,14,3991,Wind,32,Thursday,February,Winter
3/19/2021,5,6,5515,Wind,78,Friday,March,Spring
11/22/2020,2,3,2036,Wind,327,Sunday,November,Fall
1/29/2023,6,7,1089,Wind,29,Sunday,January,Winter
2/3/2020,23,0,10296,Wind,34,Monday,February,Winter
8/22/2025,22,23,3100,Wind,234,Friday,August,Summer
12/30/2023,21,22,14946,Wind,364,Saturday,December,Winter
6/14/2020,6,7,2981,Wind,166,Sunday,June,Summer
5/20/2025,11,12,7909,Solar,140,Tuesday,May,Spring
5/27/2021,19,20,1951,Solar,147,Thursday,May,Spring
11/28/2024,12,13,5112,Solar,333,Thursday,November,Fall
6/12/2025,20,21,2592,Wind,163,Thursday,June,Summer
12/2/2021,4,5,6595,Wind,336,Thursday,December,Winter
4/6/2023,1,2,1240,Wind,96,Thursday,April,Spring
8/29/2022,21,22,5149,Wind,241,Monday,August,Summer
4/22/2024,2,3,7693,Wind,113,Monday,April,Spring
4/7/2022,21,22,13300,Wind,97,Thursday,April,Spring
8/17/2020,8,9,2329,Wind,230,Monday,August,Summer
4/8/2020,0,1,3294,Wind,99,Wednesday,April,Spring
6/27/2022,2,3,1132,Wind,178,Monday,June,Summer
11/8/2022,13,14,13921,Wind,312,Tuesday,November,Fall
7/27/2024,1,2,418,Wind,209,Saturday,July,Summer
8/5/2025,16,17,7613,Wind,217,Tuesday,August,Summer
5/1/2020,10,11,8012,Wind,122,Friday,May,Spring
6/22/2022,5,6,3322,Wind,173,Wednesday,June,Summer
1/10/2020,0,1,9719,Wind,10,Friday,January,Winter
2/26/2024,3,4,9462,Wind,57,Monday,February,Winter
8/3/2023,18,19,7651,Wind,215,Thursday,August,Summer
11/6/2020,0,1,7462,Wind,311,Friday,November,Fall
5/12/2025,18,19,4886,Solar,132,Monday,May,Spring
2/4/2023,6,7,2724,Wind,35,Saturday,February,Winter
9/8/2021,16,17,5846,Wind,251,Wednesday,September,Fall
2/16/2023,19,20,7525,Wind,47,Thursday,February,Winter
5/12/2022,8,9,1922,Solar,132,Thursday,May,Spring
11/12/2025,0,1,13071,Wind,316,Wednesday,November,Fall
7/7/2020,11,12,4694,Solar,189,Tuesday,July,Summer
3/18/2021,13,14,6015,Wind,77,Thursday,March,Spring
8/2/2020,7,8,2829,Wind,215,Sunday,August,Summer
1/28/2020,8,9,12847,Wind,28,Tuesday,January,Winter
10/6/2023,0,1,1366,Wind,279,Friday,October,Fall
6/27/2024,10,11,5860,Solar,179,Thursday,June,Summer
8/30/2024,12,13,8694,Solar,243,Friday,August,Summer
11/22/2025,5,6,4673,Wind,326,Saturday,November,Fall
1/8/2024,13,14,11588,Wind,8,Monday,January,Winter
8/10/2025,12,13,4763,Solar,222,Sunday,August,Summer
4/30/2024,10,11,6800,Wind,121,Tuesday,April,Spring
9/5/2024,12,13,7713,Solar,249,Thursday,September,Fall
6/18/2024,5,6,2850,Wind,170,Tuesday,June,Summer
8/11/2020,22,23,1326,Wind,224,Tuesday,August,Summer
11/18/2024,4,5,9025,Wind,323,Monday,November,Fall
3/3/2025,21,22,4149,Wind,62,Monday,March,Spring
6/16/2020,9,10,2228,Solar,168,Tuesday,June,Summer
11/5/2023,11,12,19077,Wind,309,Sunday,November,Fall
7/10/2020,9,10,4371,Wind,192,Friday,July,Summer
10/29/2023,18,19,12320,Wind,302,Sunday,October,Fall
6/25/2020,1,2,3877,Wind,177,Thursday,June,Summer
11/27/2023,2,3,7464,Wind,331,Monday,November,Fall
9/10/2023,22,23,2837,Wind,253,Sunday,September,Fall
3/25/2024,22,23,8875,Wind,85,Monday,March,Spring
11/11/2021,2,3,1151,Wind,315,Thursday,November,Fall
9/21/2020,10,11,1691,Solar,265,Monday,September,Fall
1/17/2021,21,22,2503,Wind,17,Sunday,January,Winter
6/16/2024,20,21,3886,Wind,168,Sunday,June,Summer
5/25/2020,5,6,2382,Wind,146,Monday,May,Spring
9/30/2025,6,7,1558,Wind,273,Tuesday,September,Fall
2/19/2025,6,7,8798,Wind,50,Wednesday,February,Winter
11/18/2022,22,23,3150,Wind,322,Friday,November,Fall
1/4/2021,10,11,2038,Wind,4,Monday,January,Winter
6/4/2022,13,14,5744,Solar,155,Saturday,June,Summer
12/14/2021,10,11,2182,Solar,348,Tuesday,December,Winter
6/14/2025,2,3,5142,Wind,165,Saturday,June,Summer
7/11/2024,8,9,2417,Solar,193,Thursday,July,Summer
3/31/2025,13,14,12362,Solar,90,Monday,March,Spring
1/6/2025,6,7,18722,Wind,6,Monday,January,Winter
12/16/2021,8,9,2732,Wind,350,Thursday,December,Winter
6/12/2021,22,23,2432,Wind,163,Saturday,June,Summer
7/9/2020,17,18,6646,Wind,191,Thursday,July,Summer
2/18/2022,18,19,13238,Wind,49,Friday,February,Winter
2/13/2021,14,15,9991,Wind,44,Saturday,February,Winter
12/16/2021,7,8,2497,Wind,350,Thursday,December,Winter
12/15/2024,8,9,6048,Wind,350,Sunday,December,Winter
7/10/2021,10,11,3276,Solar,191,Saturday,July,Summer
11/29/2025,18,19,10196,Wind,333,Saturday,November,Fall
2/10/2021,21,22,4420,Wind,41,Wednesday,February,Winter
7/29/2024,12,13,10129,Solar,211,Monday,July,Summer
1/20/2023,9,10,3401,Wind,20,Friday,January,Winter
9/10/2022,16,17,7701,Solar,253,Saturday,September,Fall
12/23/2022,16,17,15011,Wind,357,Friday,December,Winter
12/9/2023,4,5,9880,Wind,343,Saturday,December,Winter
3/19/2023,16,17,6813,Wind,78,Sunday,March,Spring
11/30/2020,4,5,1329,Wind,335,Monday,November,Fall
5/24/2021,4,5,8666,Wind,144,Monday,May,Spring
1/27/2022,9,10,5055,Wind,27,Thursday,January,Winter
10/19/2022,0,1,5532,Wind,292,Wednesday,October,Fall
1/17/2023,19,20,4973,Wind,17,Tuesday,January,Winter
10/13/2025,18,19,7387,Wind,286,Monday,October,Fall
5/1/2025,12,13,5191,Solar,121,Thursday,May,Spring
7/2/2020,21,22,3656,Wind,184,Thursday,July,Summer
5/14/2022,11,12,5901,Solar,134,Saturday,May,Spring
9/4/2024,1,2,1022,Wind,248,Wednesday,September,Fall
5/16/2021,3,4,4872,Wind,136,Sunday,May,Spring
2/24/2022,9,10,9070,Wind,55,Thursday,February,Winter
11/6/2025,3,4,8939,Wind,310,Thursday,November,Fall
1/28/2023,17,18,3752,Wind,28,Saturday,January,Winter
4/5/2023,1,2,2623,Wind,95,Wednesday,April,Spring
3/8/2024,18,19,9798,Wind,68,Friday,March,Spring
9/9/2022,5,6,8652,Wind,252,Friday,September,Fall
6/23/2025,11,12,7643,Wind,174,Monday,June,Summer
3/4/2024,2,3,3900,Wind,64,Monday,March,Spring
2/21/2025,8,9,13537,Wind,52,Friday,February,Winter
10/31/2023,10,11,9320,Wind,304,Tuesday,October,Fall
8/11/2024,2,3,3520,Wind,224,Sunday,August,Summer
12/12/2023,14,15,11858,Wind,346,Tuesday,December,Winter
1/18/2021,6,7,2493,Wind,18,Monday,January,Winter
8/3/2024,4,5,3502,Wind,216,Saturday,August,Summer
5/17/2025,9,10,6696,Solar,137,Saturday,May,Spring
11/14/2021,18,19,4424,Wind,318,Sunday,November,Fall
6/20/2023,4,5,3307,Wind,171,Tuesday,June,Summer
3/21/2022,7,8,4387,Wind,80,Monday,March,Spring
4/19/2020,13,14,3115,Wind,110,Sunday,April,Spring
7/6/2024,4,5,8305,Wind,188,Saturday,July,Summer
5/14/2023,23,0,4043,Wind,134,Sunday,May,Spring
12/19/2022,2,3,12288,Wind,353,Monday,December,Winter
9/23/2020,14,15,8545,Wind,267,Wednesday,September,Fall
4/20/2024,4,5,6904,Wind,111,Saturday,April,Spring
7/21/2020,21,22,4406,Wind,203,Tuesday,July,Summer
4/25/2020,3,4,1779,Wind,116,Saturday,April,Spring
6/10/2023,4,5,2713,Wind,161,Saturday,June,Summer
2/11/2024,17,18,12006,Wind,42,Sunday,February,Winter
7/6/2022,12,13,7683,Solar,187,Wednesday,July,Summer
2/5/2022,19,20,9947,Wind,36,Saturday,February,Winter
5/28/2020,23,0,6736,Wind,149,Thursday,May,Spring
9/17/2025,2,3,2575,Wind,260,Wednesday,September,Fall
8/8/2025,8,9,3228,Solar,220,Friday,August,Summer
3/9/2020,22,23,8872,Wind,69,Monday,March,Spring
3/11/2024,21,22,6066,Wind,71,Monday,March,Spring
5/14/2025,17,18,7679,Solar,134,Wednesday,May,Spring
2/4/2020,1,2,10533,Wind,35,Tuesday,February,Winter
8/11/2020,18,19,2040,Solar,224,Tuesday,August,Summer
10/13/2023,17,18,15965,Wind,286,Friday,October,Fall
6/16/2022,19,20,1895,Solar,167,Thursday,June,Summer
12/8/2020,8,9,2188,Wind,343,Tuesday,December,Winter
3/29/2021,14,15,5986,Solar,88,Monday,March,Spring
6/15/2025,9,10,3778,Solar,166,Sunday,June,Summer
1/20/2024,12,13,6835,Solar,20,Saturday,January,Winter
2/17/2025,23,0,3993,Wind,48,Monday,February,Winter
12/3/2021,7,8,6171,Wind,337,Friday,December,Winter
5/30/2023,8,9,9640,Wind,150,Tuesday,May,Spring
2/3/2020,15,16,8538,Wind,34,Monday,February,Winter
1/22/2025,12,13,6417,Wind,22,Wednesday,January,Winter
12/27/2021,21,22,12569,Wind,361,Monday,December,Winter
11/8/2020,11,12,3996,Wind,313,Sunday,November,Fall
9/20/2023,21,22,10365,Wind,263,Wednesday,September,Fall
3/11/2024,17,18,8030,Wind,71,Monday,March,Spring
7/16/2024,9,10,11662,Wind,198,Tuesday,July,Summer
3/26/2025,19,20,3745,Wind,85,Wednesday,March,Spring
2/18/2023,1,2,5595,Wind,49,Saturday,February,Winter
7/18/2024,16,17,7212,Solar,200,Thursday,July,Summer
5/8/2020,4,5,2082,Wind,129,Friday,May,Spring
9/18/2023,16,17,14252,Wind,261,Monday,September,Fall
8/10/2023,12,13,7330,Solar,222,Thursday,August,Summer
9/7/2020,19,20,2004,Wind,251,Monday,September,Fall
10/3/2020,16,17,6727,Wind,277,Saturday,October,Fall
5/26/2021,2,3,5529,Wind,146,Wednesday,May,Spring
1/23/2022,4,5,1749,Wind,23,Sunday,January,Winter
6/14/2022,9,10,4214,Solar,165,Tuesday,June,Summer
1/20/2021,9,10,12999,Wind,20,Wednesday,January,Winter
4/1/2025,6,7,10967,Wind,91,Tuesday,April,Spring
2/15/2020,12,13,11448,Wind,46,Saturday,February,Winter
3/24/2022,10,11,5742,Solar,83,Thursday,March,Spring
9/5/2025,1,2,4105,Wind,248,Friday,September,Fall
1/12/2023,12,13,18306,Wind,12,Thursday,January,Winter
11/6/2022,19,20,11005,Wind,310,Sunday,November,Fall
3/8/2022,17,18,3785,Wind,67,Tuesday,March,Spring
12/24/2020,22,23,7846,Wind,359,Thursday,December,Winter
9/10/2020,15,16,2992,Solar,254,Thursday,September,Fall
4/28/2024,1,2,10254,Wind,119,Sunday,April,Spring
5/9/2020,0,1,2676,Wind,130,Saturday,May,Spring
12/3/2020,12,13,9711,Wind,338,Thursday,December,Winter
7/20/2024,0,1,1818,Wind,202,Saturday,July,Summer
8/10/2021,0,1,1225,Wind,222,Tuesday,August,Summer
4/25/2024,14,15,7534,Solar,116,Thursday,April,Spring
10/12/2021,19,20,3353,Wind,285,Tuesday,October,Fall
6/13/2020,11,12,4955,Wind,165,Saturday,June,Summer
7/31/2023,7,8,9176,Wind,212,Monday,July,Summer
2/7/2020,15,16,5046,Wind,38,Friday,February,Winter
4/8/2025,3,4,2900,Wind,98,Tuesday,April,Spring
10/29/2022,16,17,6799,Wind,302,Saturday,October,Fall
3/17/2020,13,14,2613,Solar,77,Tuesday,March,Spring
7/16/2025,19,20,7811,Wind,197,Wednesday,July,Summer
11/9/2025,21,22,5570,Wind,313,Sunday,November,Fall
8/15/2021,18,19,8013,Wind,227,Sunday,August,Summer
8/31/2020,8,9,2550,Wind,244,Monday,August,Summer
2/10/2020,7,8,11091,Wind,41,Monday,February,Winter
3/20/2022,3,4,5262,Wind,79,Sunday,March,Spring
2/16/2022,6,7,14791,Wind,47,Wednesday,February,Winter
10/17/2022,22,23,1822,Wind,290,Monday,October,Fall
3/28/2025,2,3,2114,Wind,87,Friday,March,Spring
6/7/2020,1,2,3654,Wind,159,Sunday,June,Summer
8/17/2020,5,6,1922,Wind,230,Monday,August,Summer
4/22/2025,8,9,2305,Solar,112,Tuesday,April,Spring
9/6/2021,3,4,1319,Wind,249,Monday,September,Fall
9/4/2024,0,1,1181,Wind,248,Wednesday,September,Fall
1/20/2025,20,21,1179,Wind,20,Monday,January,Winter
7/13/2020,13,14,4705,Solar,195,Monday,July,Summer
6/3/2021,15,16,3805,Solar,154,Thursday,June,Summer
4/9/2025,8,9,5564,Wind,99,Wednesday,April,Spring
7/25/2024,15,16,9796,Solar,207,Thursday,July,Summer
9/13/2020,21,22,1634,Wind,257,Sunday,September,Fall
7/18/2024,3,4,2282,Wind,200,Thursday,July,Summer
6/16/2024,11,12,7228,Wind,168,Sunday,June,Summer
1/15/2025,7,8,2998,Wind,15,Wednesday,January,Winter
4/12/2023,10,11,11551,Wind,102,Wednesday,April,Spring
9/30/2023,15,16,6238,Solar,273,Saturday,September,Fall
10/31/2025,12,13,13978,Wind,304,Friday,October,Fall
2/20/2025,15,16,10442,Wind,51,Thursday,February,Winter
12/7/2021,4,5,5875,Wind,341,Tuesday,December,Winter
12/19/2021,2,3,3858,Wind,353,Sunday,December,Winter
9/11/2021,6,7,1304,Wind,254,Saturday,September,Fall
7/13/2022,3,4,1284,Wind,194,Wednesday,July,Summer
7/26/2025,1,2,2898,Wind,207,Saturday,July,Summer
5/6/2025,13,14,15086,Wind,126,Tuesday,May,Spring
12/20/2022,7,8,13290,Wind,354,Tuesday,December,Winter
8/28/2020,23,0,2992,Wind,241,Friday,August,Summer
1/20/2023,7,8,2459,Wind,20,Friday,January,Winter
2/19/2024,20,21,5970,Wind,50,Monday,February,Winter
6/26/2021,13,14,4853,Solar,177,Saturday,June,Summer
5/29/2024,15,16,11061,Wind,150,Wednesday,May,Spring
6/13/2021,2,3,3335,Wind,164,Sunday,June,Summer
8/26/2024,2,3,2474,Wind,239,Monday,August,Summer
6/10/2021,20,21,1433,Wind,161,Thursday,June,Summer
9/12/2020,21,22,1498,Wind,256,Saturday,September,Fall
2/14/2022,2,3,13708,Wind,45,Monday,February,Winter
7/14/2022,15,16,9365,Solar,195,Thursday,July,Summer
9/1/2022,2,3,3710,Wind,244,Thursday,September,Fall
7/25/2023,8,9,6136,Wind,206,Tuesday,July,Summer
6/27/2025,15,16,11359,Solar,178,Friday,June,Summer
5/26/2024,3,4,4941,Wind,147,Sunday,May,Spring
4/4/2022,0,1,1493,Wind,94,Monday,April,Spring
10/24/2021,3,4,4122,Wind,297,Sunday,October,Fall
11/11/2021,21,22,870,Wind,315,Thursday,November,Fall
12/15/2020,3,4,4872,Wind,350,Tuesday,December,Winter
1/8/2022,17,18,15073,Wind,8,Saturday,January,Winter
7/23/2020,22,23,1571,Wind,205,Thursday,July,Summer
7/18/2020,22,23,1461,Wind,200,Saturday,July,Summer
12/12/2021,16,17,2570,Wind,346,Sunday,December,Winter
4/5/2022,9,10,6905,Wind,95,Tuesday,April,Spring
7/17/2023,5,6,2324,Wind,198,Monday,July,Summer
4/20/2020,7,8,5618,Wind,111,Monday,April,Spring
1/18/2021,7,8,2566,Wind,18,Monday,January,Winter
8/24/2021,18,19,11067,Wind,236,Tuesday,August,Summer
1/28/2021,8,9,13948,Wind,28,Thursday,January,Winter
2/27/2020,21,22,7033,Wind,58,Thursday,February,Winter
5/4/2025,15,16,7299,Wind,124,Sunday,May,Spring
9/1/2020,9,10,2103,Solar,245,Tuesday,September,Fall
11/11/2024,7,8,3528,Wind,316,Monday,November,Fall
10/24/2021,11,12,6109,Solar,297,Sunday,October,Fall
11/11/2022,5,6,3169,Wind,315,Friday,November,Fall
1/8/2020,1,2,5852,Wind,8,Wednesday,January,Winter
1/13/2021,4,5,3236,Wind,13,Wednesday,January,Winter
8/10/2021,14,15,5787,Solar,222,Tuesday,August,Summer
4/2/2025,2,3,15114,Wind,92,Wednesday,April,Spring
3/1/2021,17,18,3239,Wind,60,Monday,March,Spring
11/30/2022,9,10,2060,Wind,334,Wednesday,November,Fall
1/14/2020,18,19,12733,Wind,14,Tuesday,January,Winter
10/12/2020,10,11,3235,Solar,286,Monday,October,Fall
3/29/2024,20,21,5982,Wind,89,Friday,March,Spring
10/12/2025,15,16,11438,Solar,285,Sunday,October,Fall
12/21/2020,3,4,6804,Wind,356,Monday,December,Winter
9/16/2024,15,16,10670,Solar,260,Monday,September,Fall
4/7/2023,12,13,7303,Solar,97,Friday,April,Spring
7/21/2024,16,17,8390,Wind,203,Sunday,July,Summer
10/31/2024,13,14,4724,Solar,305,Thursday,October,Fall
2/21/2020,13,14,8359,Wind,52,Friday,February,Winter
9/1/2021,19,20,6601,Wind,244,Wednesday,September,Fall
3/10/2024,20,21,1487,Wind,70,Sunday,March,Spring
8/12/2020,16,17,3514,Wind,225,Wednesday,August,Summer
8/26/2023,4,5,3719,Wind,238,Saturday,August,Summer
3/2/2022,9,10,3208,Wind,61,Wednesday,March,Spring
1/3/2022,8,9,9363,Wind,3,Monday,January,Winter
2/13/2025,11,12,4235,Solar,44,Thursday,February,Winter
4/10/2024,8,9,3966,Wind,101,Wednesday,April,Spring
3/22/2021,19,20,2676,Wind,81,Monday,March,Spring
1/10/2025,10,11,5399,Wind,10,Friday,January,Winter
10/6/2023,15,16,6868,Solar,279,Friday,October,Fall
4/29/2024,15,16,7027,Solar,120,Monday,April,Spring
7/13/2024,5,6,896,Wind,195,Saturday,July,Summer
11/14/2021,15,16,4245,Wind,318,Sunday,November,Fall
12/10/2023,10,11,14883,Wind,344,Sunday,December,Winter
6/13/2022,19,20,2895,Wind,164,Monday,June,Summer
9/21/2024,7,8,3743,Wind,265,Saturday,September,Fall
7/9/2025,2,3,1777,Wind,190,Wednesday,July,Summer
8/18/2024,13,14,10781,Solar,231,Sunday,August,Summer
2/3/2023,7,8,6517,Wind,34,Friday,February,Winter
12/12/2021,17,18,2137,Wind,346,Sunday,December,Winter
5/10/2021,1,2,7851,Wind,130,Monday,May,Spring
6/24/2022,20,21,6156,Wind,175,Friday,June,Summer
3/17/2020,3,4,1308,Wind,77,Tuesday,March,Spring
7/24/2024,8,9,2606,Solar,206,Wednesday,July,Summer
10/27/2023,3,4,8707,Wind,300,Friday,October,Fall
8/17/2025,10,11,9267,Solar,229,Sunday,August,Summer
9/17/2020,16,17,8119,Wind,261,Thursday,September,Fall
9/30/2025,5,6,1392,Wind,273,Tuesday,September,Fall
10/3/2024,7,8,7039,Wind,277,Thursday,October,Fall
3/28/2021,7,8,3564,Wind,87,Sunday,March,Spring
7/17/2025,23,0,1610,Wind,198,Thursday,July,Summer
2/26/2022,10,11,7670,Solar,57,Saturday,February,Winter
7/3/2025,15,16,9564,Solar,184,Thursday,July,Summer
3/7/2025,18,19,5888,Wind,66,Friday,March,Spring
8/8/2024,4,5,1215,Wind,221,Thursday,August,Summer
9/23/2023,8,9,3488,Wind,266,Saturday,September,Fall
4/28/2021,11,12,2519,Solar,118,Wednesday,April,Spring
